,Y
192,0.997632026672
193,0.972783386707
194,0.864139139652
195,0.894107162952
196,0.957950174809
197,0.98577105999
198,0.994105815887
199,0.983744978905
200,0.991395652294
201,0.969064414501
202,0.96275383234
203,0.998901605606
204,0.994345366955
205,0.968250632286
206,0.991332471371
207,0.997180700302
208,0.550150632858
209,0.993653416634
210,0.946948766708
211,0.949237704277
212,0.876553177834
213,0.977946400642
214,0.992252767086
215,0.258492648602
216,0.961452960968
217,0.99253308773
218,0.961713433266
219,0.979035258293
220,0.990086972713
221,0.99406093359
222,0.998047590256
223,0.988144397736
224,0.891407132149
225,0.99861240387
226,0.981924235821
227,0.98354279995
228,0.991531670094
229,0.965690553188
230,0.441063135862
231,0.99512732029
232,0.967653989792
233,0.997976124287
234,0.998487830162
235,0.965486586094
236,0.968326091766
237,0.962480425835
238,0.954370677471
239,0.968811094761
240,0.993779718876
241,0.988960146904
242,0.998609781265
243,0.995141625404
244,0.959966063499
245,0.938225567341
246,0.967708826065
247,0.980339348316
248,0.998598873615
249,0.998327195644
250,0.961403369904
251,0.986170053482
252,0.928615987301
253,0.994324207306
254,0.987154603004
255,0.97358828783
256,0.994877934456
257,0.997706532478
258,0.995858728886
259,0.999123752117
260,0.996546685696
261,0.927472770214
262,0.998713850975
263,0.809066414833
264,0.994458913803
265,0.941316008568
266,0.884569585323
267,0.968489766121
268,0.9987449646
269,0.994760096073
270,0.992508590221
271,0.952466189861
272,0.991286218166
273,0.99515658617
274,0.950912952423
275,0.999498009682
276,0.999271214008
277,0.977483868599
278,0.951654374599
279,0.984547555447
280,0.986304223537
281,0.997050523758
282,0.98250156641
283,0.960659444332
284,0.995360791683
285,0.886098921299
286,0.947914361954
287,0.998597800732
288,0.944062590599
289,0.99914431572
290,0.994153916836
291,0.939671278
292,0.994629442692
293,0.9679723382
294,0.997914016247
295,0.996731638908
296,0.98667961359
297,0.969541966915
298,0.996450781822
299,0.971176087856
300,0.987347364426
301,0.994643449783
302,0.995306551456
303,0.872254788876
304,0.741401553154
305,0.985210716724
306,0.98493540287
307,0.997898221016
308,0.996822595596
309,0.940726399422
310,0.999501824379
311,0.998100221157
312,0.99021166563
313,0.996033728123
314,0.99856877327
315,0.97647947073
316,0.920021533966
317,0.396115809679
318,0.999403595924
319,0.999504685402
320,0.980099856853
321,0.997420191765
322,0.984925329685
323,0.996041536331
324,0.992835581303
325,0.99838757515
326,0.998374700546
327,0.99032330513
328,0.984930515289
329,0.986651062965
330,0.985445320606
331,0.987843513489
332,0.952970325947
333,0.979416370392
334,0.994433104992
335,0.966214776039
336,0.996413648129
337,0.994936227798
338,0.959877252579
339,0.997769236565
340,0.996865928173
341,0.981204211712
342,0.986420094967
343,0.939704954624
344,0.999571740627
345,0.997642576694
346,0.959618866444
347,0.985704898834
348,0.99009680748
349,0.998474419117
350,0.994561851025
351,0.985942840576
352,0.99495357275
353,0.91351300478
354,0.996054649353
355,0.985786914825
356,0.980030119419
357,0.985571026802
358,0.996248662472
359,0.943858683109
360,0.98108369112
361,0.954410851002
362,0.979374587536
363,0.910057485104
364,0.992597460747
365,0.99522203207
366,0.998842298985
367,0.998676598072
368,0.982420563698
369,0.997464299202
370,0.910710394382
371,0.988645792007
372,0.974911093712
373,0.991246759892
374,0.993815422058
375,0.954678714275
376,0.973133027554
377,0.96680945158
378,0.989220798016
379,0.973205029964
380,0.997989654541
381,0.984718024731
382,0.999423027039
383,0.9981123209
384,0.996024608612
385,0.985297620296
386,0.950539946556
387,0.985452115536
388,0.998048663139
389,0.983840167522
390,0.998386859894
391,0.981585025787
392,0.990163087845
393,0.937783002853
394,0.953415930271
395,0.912266135216
396,0.998406112194
397,0.996254324913
398,0.989660382271
399,0.981810569763
400,0.984747171402
401,0.991145312786
402,0.997433245182
403,0.939924478531
404,0.998075723648
405,0.996945917606
406,0.997775018215
407,0.997108399868
408,0.995782852173
409,0.964746177197
410,0.997026860714
411,0.958608210087
412,0.913431406021
413,0.990422129631
414,0.985770225525
415,0.963166058064
416,0.987421989441
417,0.996271133423
418,0.992187261581
419,0.932634890079
420,0.751940131187
421,0.996208906174
422,0.757530033588
423,0.973812520504
424,0.983347713947
425,0.998245358467
426,0.989974081516
427,0.990601658821
428,0.980133533478
429,0.993657648563
430,0.923370718956
431,0.998351931572
432,0.996572494507
433,0.998366177082
434,0.981035530567
435,0.998402416706
436,0.992020428181
437,0.999431431293
438,0.997087657452
439,0.9978916049
440,0.979792952538
441,0.997256696224
442,0.997228324413
443,0.984816074371
444,0.995167016983
445,0.988760650158
446,0.981332957745
447,0.979873299599
448,0.99879360199
449,0.989943265915
450,0.946550428867
451,0.999217748642
452,0.999204576015
453,0.993229031563
454,0.998120248318
455,0.989566445351
456,0.978288173676
457,0.996043086052
458,0.999541759491
459,0.983190953732
460,0.996124207973
461,0.998108506203
462,0.994334578514
463,0.993886649609
464,0.98057872057
465,0.99889177084
466,0.861949920654
467,0.958506047726
468,0.986935257912
469,0.997760891914
470,0.988531470299
471,0.999210476875
472,0.725497484207
473,0.997256100178
474,0.910157322884
475,0.905449748039
476,0.999050676823
477,0.994144618511
478,0.990422606468
479,0.994288444519
480,0.99511128664
481,0.999404191971
482,0.984827756882
483,0.858381330967
484,0.984341800213
485,0.995012462139
486,0.991031646729
487,0.981479585171
488,0.999134004116
489,0.993273139
490,0.962211072445
491,0.790286779404
492,0.981834590435
493,0.988013505936
494,0.998252332211
495,0.983699858189
496,0.988128006458
497,0.993170261383
498,0.997396707535
499,0.97713714838
500,0.999227523804
501,0.996763944626
502,0.959762454033
503,0.774953842163
504,0.987007915974
505,0.779443502426
506,0.583868086338
507,0.991826057434
508,0.949912846088
509,0.99933642149
510,0.980088174343
511,0.963567078114
512,0.992822885513
513,0.997454822063
514,0.992730438709
515,0.850260555744
516,0.988094508648
517,0.992360174656
518,0.848839759827
519,0.995333731174
520,0.996767401695
521,0.989489257336
522,0.987856864929
523,0.993587374687
524,0.995322167873
525,0.493473410606
526,0.988219976425
527,0.990907430649
528,0.97454559803
529,0.996217191219
530,0.98114669323
531,0.94870865345
532,0.789960503578
533,0.799953460693
534,0.894293963909
535,0.990517914295
536,0.943107664585
537,0.997793912888
538,0.94971203804
539,0.995829164982
540,0.969092965126
541,0.994554400444
542,0.989993751049
543,0.99684971571
544,0.999467909336
545,0.994526326656
546,0.999326109886
547,0.993968367577
548,0.981914699078
549,0.998860120773
550,0.987004578114
551,0.842170417309
552,0.881378114223
553,0.980140507221
554,0.996373832226
555,0.864554166794
556,0.994134485722
557,0.993243396282
558,0.981962919235
559,0.95530295372
560,0.986511945724
561,0.986878216267
562,0.992514550686
563,0.98277759552
564,0.991790652275
565,0.994259476662
566,0.965406000614
567,0.990694403648
568,0.998149991035
569,0.997448503971
570,0.989160716534
571,0.988305330276
572,0.965011656284
573,0.997596800327
574,0.965612709522
575,0.9451161623
576,0.988852083683
577,0.99610054493
578,0.437600255013
579,0.991730630398
580,0.999012947083
581,0.96364146471
582,0.897867262363
583,0.761820554733
584,0.985796868801
585,0.977591514587
586,0.715554833412
587,0.997742772102
588,0.989783108234
589,0.955691277981
590,0.995007276535
591,0.987428247929
592,0.987727165222
593,0.978915274143
594,0.99684792757
595,0.98862862587
596,0.981856286526
597,0.997917592525
598,0.984820902348
599,0.608206272125
600,0.984525620937
601,0.997751176357
602,0.99113035202
603,0.827685773373
604,0.99791175127
605,0.972954690456
606,0.996680021286
607,0.985082387924
608,0.996631085873
609,0.99680185318
610,0.99572634697
611,0.996828854084
612,0.988174676895
613,0.919698417187
614,0.997900485992
615,0.986169815063
616,0.99761223793
617,0.970385372639
618,0.98364174366
619,0.954941928387
620,0.990743339062
621,0.809032917023
622,0.994084060192
623,0.990632653236
624,0.997066676617
625,0.987842202187
626,0.99499475956
627,0.543221414089
628,0.998057186604
629,0.981981217861
630,0.991998374462
631,0.955347239971
632,0.967884898186
633,0.998226463795
634,0.938525140285
635,0.998528003693
636,0.994052946568
637,0.999091863632
638,0.684710621834
639,0.914102196693
640,0.999663710594
641,0.993101358414
642,0.973568499088
643,0.986427724361
644,0.989372074604
645,0.998783171177
646,0.9993750453
647,0.650722980499
648,0.989186704159
649,0.990225970745
650,0.979258775711
651,0.998213410378
652,0.999538064003
653,0.998120367527
654,0.832253098488
655,0.983938634396
656,0.996502161026
657,0.976931989193
658,0.9933411479
659,0.989693939686
660,0.96151393652
661,0.998454213142
662,0.993203639984
663,0.981448590755
664,0.974203467369
665,0.984755218029
666,0.999518990517
667,0.99920976162
668,0.603547811508
669,0.95451271534
670,0.992588341236
671,0.995479464531
672,0.996667206287
673,0.9972012043
674,0.99423378706
675,0.997800648212
676,0.994622945786
677,0.995081782341
678,0.998065650463
679,0.811208546162
680,0.037799153477
681,0.984020888805
682,0.998141646385
683,0.997244119644
684,0.992571890354
685,0.997583627701
686,0.989346683025
687,0.996967494488
688,0.971807122231
689,0.952702760696
690,0.99717259407
691,0.949826657772
692,0.996943175793
693,0.980831444263
694,0.992961704731
695,0.994478702545
696,0.985540688038
697,0.963921070099
698,0.943568408489
699,0.979283034801
700,0.994469165802
701,0.9994982481
702,0.991722285748
703,0.907203793526
704,0.98000138998
705,0.987824201584
706,0.965988874435
707,0.998542904854
708,0.980610132217
709,0.998349785805
710,0.993848979473
711,0.999457657337
712,0.962190628052
713,0.993860721588
714,0.72523778677
715,0.985075116158
716,0.998825848103
717,0.976496994495
718,0.993984520435
719,0.963344216347
720,0.989415407181
721,0.989627599716
722,0.976691484451
723,0.998897194862
724,0.999512195587
725,0.998798489571
726,0.730859100819
727,0.99941432476
728,0.974437057972
729,0.561740934849
730,0.990875482559
731,0.996608614922
732,0.995963692665
733,0.999326825142
734,0.980539798737
735,0.994794905186
736,0.993191421032
737,0.995233237743
738,0.973571896553
739,0.992640316486
740,0.991762399673
741,0.991134762764
742,0.847426354885
743,0.984353005886
744,0.235500901937
745,0.978727638721
746,0.996881484985
747,0.8143440485
748,0.990709066391
749,0.999040544033
750,0.986429929733
751,0.998298466206
752,0.64497834444
753,0.983456432819
754,0.995224177837
755,0.994563162327
756,0.959751367569
757,0.994849979877
758,0.990240335464
759,0.998882472515
760,0.991446614265
761,0.975272536278
762,0.964671730995
763,0.997699201107
764,0.897559285164
765,0.941441178322
766,0.996801614761
767,0.983134031296
768,0.995997905731
769,0.981158196926
770,0.955414712429
771,0.795863926411
772,0.98441952467
773,0.999502062798
774,0.988695323467
775,0.993903100491
776,0.987671613693
777,0.995061814785
778,0.958802819252
779,0.985778450966
780,0.977828204632
781,0.996932029724
782,0.983483672142
783,0.996081769466
784,0.881990969181
785,0.987247884274
786,0.99919205904
787,0.829628884792
788,0.976665377617
789,0.993221759796
790,0.998301208019
791,0.899351477623
792,0.994706094265
793,0.998512327671
794,0.876945972443
795,0.997836887836
796,0.714850902557
797,0.989626169205
798,0.99919039011
799,0.984141647816
800,0.957687735558
801,0.944779992104
802,0.997521579266
803,0.997049689293
804,0.995921373367
805,0.994013011456
806,0.998574495316
807,0.988671660423
808,0.995765089989
809,0.997788071632
810,0.998873412609
811,0.998044610023
812,0.996453166008
813,0.972734928131
814,0.994244873524
815,0.989659845829
816,0.997991681099
817,0.967255651951
818,0.998639523983
819,0.985183298588
820,0.997734308243
821,0.999826729298
822,0.975680589676
823,0.995085060596
824,0.998451948166
825,0.966772973537
826,0.997841477394
827,0.979372322559
828,0.988111138344
829,0.999125540257
830,0.99196434021
831,0.991827249527
832,0.985174000263
833,0.827116787434
834,0.995825648308
835,0.998996317387
836,0.95147639513
837,0.998571157455
838,0.998682439327
839,0.999427974224
840,0.979823172092
841,0.992282807827
842,0.840706884861
843,0.925689458847
844,0.998975634575
845,0.992853105068
846,0.972001254559
847,0.999138116837
848,0.993159234524
849,0.99359691143
850,0.968460381031
851,0.986020863056
852,0.96097022295
853,0.951492726803
854,0.962972342968
855,0.990131258965
856,0.988178789616
857,0.975883543491
858,0.997287750244
859,0.971752285957
860,0.998038709164
861,0.990903317928
862,0.981109619141
863,0.987623810768
864,0.993015170097
865,0.973734855652
866,0.951711297035
867,0.981346547604
868,0.992989659309
869,0.994179964066
870,0.998101651669
871,0.996086597443
872,0.984693408012
873,0.994422972202
874,0.892587780952
875,0.998577475548
876,0.99850910902
877,0.981851220131
878,0.987968683243
879,0.996290206909
880,0.982866823673
881,0.402776390314
882,0.991421401501
883,0.992117583752
884,0.990569829941
885,0.998989164829
886,0.997531294823
887,0.99278485775
888,0.995709061623
889,0.999411940575
890,0.999353706837
891,0.9959166646
892,0.995599865913
893,0.972905158997
894,0.981906712055
895,0.99609130621
896,0.984270513058
897,0.993616580963
898,0.976830124855
899,0.956957280636
900,0.99224126339
901,0.968723416328
902,0.99331009388
903,0.981680035591
904,0.997648179531
905,0.994811058044
906,0.993819534779
907,0.949097633362
908,0.991100251675
909,0.995135962963
910,0.936055481434
911,0.986553251743
912,0.961633265018
913,0.99806958437
914,0.995299696922
915,0.994753956795
916,0.994966447353
917,0.997615814209
918,0.973305225372
919,0.997204065323
920,0.998342633247
921,0.996529519558
922,0.983143627644
923,0.980203747749
924,0.991439819336
925,0.936582922935
926,0.995040953159
927,0.997936964035
928,0.985297620296
929,0.995580017567
930,0.998927175999
931,0.991956949234
932,0.991034209728
933,0.999176561832
934,0.976667284966
935,0.987202227116
936,0.998130261898
937,0.999002039433
938,0.916125059128
939,0.997249901295
940,0.991825580597
941,0.992268741131
942,0.996647655964
943,0.993422448635
944,0.977049529552
945,0.984523773193
946,0.994113862514
947,0.985990285873
948,0.528450667858
949,0.999563157558
950,0.982428014278
951,0.964438617229
952,0.920328378677
953,0.98221719265
954,0.99199283123
955,0.882730543613
956,0.999259650707
957,0.99164712429
958,0.992478251457
959,0.99708455801
960,0.98843306303
961,0.987927734852
962,0.987429201603
963,0.992822706699
964,0.779980301857
965,0.939660191536
966,0.999305844307
967,0.94684034586
968,0.874292492867
969,0.99804353714
970,0.996923625469
971,0.939807415009
972,0.994094789028
973,0.994460940361
974,0.864835619926
975,0.98906648159
976,0.967437148094
977,0.998455643654
978,0.998140573502
979,0.994844555855
980,0.986644923687
981,0.998702764511
982,0.996251046658
983,0.951806008816
984,0.987720668316
985,0.997923374176
986,0.998670697212
987,0.992700695992
988,0.985798597336
989,0.996065080166
990,0.992636442184
991,0.685002505779
992,0.994153797626
993,0.998037397861
994,0.996478497982
995,0.995756566525
996,0.652241647243
997,0.998932421207
998,0.947508990765
999,0.999521613121
1000,0.987545311451
1001,0.959038496017
1002,0.936103701591
1003,0.983407199383
1004,0.921978652477
1005,0.974162876606
1006,0.968776226044
1007,0.871263504028
1008,0.385164827108
1009,0.99804186821
1010,0.946132898331
1011,0.934072911739
1012,0.944741368294
1013,0.987697660923
1014,0.882769227028
1015,0.984839737415
1016,0.996777713299
1017,0.993239045143
1018,0.977878987789
1019,0.977775394917
1020,0.995973646641
1021,0.986395835876
1022,0.978646993637
1023,0.964995324612
1024,0.996239542961
1025,0.853857278824
1026,0.99570953846
1027,0.986957550049
1028,0.98550260067
1029,0.935859322548
1030,0.998056471348
1031,0.99317753315
1032,0.912682175636
1033,0.997750818729
1034,0.998433053493
1035,0.981824100018
1036,0.999421954155
1037,0.902094483376
1038,0.979681134224
1039,0.968521296978
1040,0.995684027672
1041,0.972664773464
1042,0.949681699276
1043,0.999098658562
1044,0.94858622551
1045,0.973426282406
1046,0.993752777576
1047,0.9857224226
1048,0.852799654007
1049,0.993644952774
1050,0.62493622303
1051,0.852831721306
1052,0.970862686634
1053,0.992185771465
1054,0.99138790369
1055,0.990452885628
1056,0.970912218094
1057,0.999674081802
1058,0.909416615963
1059,0.96682536602
1060,0.997713565826
1061,0.983444094658
1062,0.982889175415
1063,0.997691631317
1064,0.990952134132
1065,0.991265714169
1066,0.994173228741
1067,0.919043302536
1068,0.998677194118
1069,0.998773634434
1070,0.967036664486
1071,0.983390271664
1072,0.996727585793
1073,0.984670519829
1074,0.995932638645
1075,0.997029900551
1076,0.93627935648
1077,0.99865925312
1078,0.998070180416
1079,0.994536519051
1080,0.999733030796
1081,0.979364573956
1082,0.999641060829
1083,0.998569846153
1084,0.991905450821
1085,0.997135281563
1086,0.996225237846
1087,0.976378798485
1088,0.997221589088
1089,0.998805403709
1090,0.984344303608
1091,0.976115047932
1092,0.998674511909
1093,0.955024838448
1094,0.997817754745
1095,0.96434879303
1096,0.991133868694
1097,0.976593017578
1098,0.866133451462
1099,0.873496949673
1100,0.874079406261
1101,0.9970023036
1102,0.999292016029
1103,0.979825675488
1104,0.99431759119
1105,0.864679276943
1106,0.998412013054
1107,0.978004515171
1108,0.975692749023
1109,0.983817458153
1110,0.93784236908
1111,0.837137460709
1112,0.99676066637
1113,0.994040191174
1114,0.927227437496
1115,0.996754348278
1116,0.933171212673
1117,0.998446285725
1118,0.864556789398
1119,0.981272339821
1120,0.965536236763
1121,0.967107892036
1122,0.994555354118
1123,0.998475372791
1124,0.979435682297
1125,0.995582163334
1126,0.966698110104
1127,0.991332471371
1128,0.995225310326
1129,0.995048463345
1130,0.583169996738
1131,0.9970703125
1132,0.835732400417
1133,0.99626994133
1134,0.978757917881
1135,0.997418522835
1136,0.99783295393
1137,0.995130896568
1138,0.997925758362
1139,0.998296558857
1140,0.973239958286
1141,0.964822292328
1142,0.980682373047
1143,0.958452939987
1144,0.982847571373
1145,0.999348461628
1146,0.9987205863
1147,0.994391024113
1148,0.866769850254
1149,0.983356118202
1150,0.896850407124
1151,0.986344456673
1152,0.994647920132
1153,0.998978614807
1154,0.949955940247
1155,0.982313215733
1156,0.972477018833
1157,0.99564820528
1158,0.64819341898
1159,0.993119239807
1160,0.993587017059
1161,0.992507874966
1162,0.988937497139
1163,0.997246742249
1164,0.954397678375
1165,0.999457061291
1166,0.987685680389
1167,0.906784117222
1168,0.996981203556
1169,0.94638466835
1170,0.962413311005
1171,0.99078220129
1172,0.980628848076
1173,0.942442893982
1174,0.969866573811
1175,0.978146493435
1176,0.996242523193
1177,0.995228052139
1178,0.971431493759
1179,0.990610897541
1180,0.983799815178
1181,0.99737995863
1182,0.997748672962
1183,0.99872559309
1184,0.970715284348
1185,0.991915404797
1186,0.99956291914
1187,0.993157804012
1188,0.992274940014
1189,0.960161447525
1190,0.908977091312
1191,0.994686722755
1192,0.981913745403
1193,0.986461818218
1194,0.997713088989
1195,0.975438952446
1196,0.999171376228
1197,0.993972957134
1198,0.98793643713
1199,0.930907130241
1200,0.970848083496
1201,0.984697461128
1202,0.994042932987
1203,0.99244093895
1204,0.996036827564
1205,0.994325101376
1206,0.956121563911
1207,0.995955705643
1208,0.994986772537
1209,0.999552667141
1210,0.996613562107
1211,0.988848805428
1212,0.911195635796
1213,0.967102706432
1214,0.994235098362
1215,0.972857058048
1216,0.986390113831
1217,0.987322151661
1218,0.999483466148
1219,0.998386144638
1220,0.993057608604
1221,0.999517560005
1222,0.970716178417
1223,0.984591126442
1224,0.988967955112
1225,0.941395521164
1226,0.991310834885
1227,0.983956515789
1228,0.99207264185
1229,0.971923649311
1230,0.998122632504
1231,0.972945988178
1232,0.991248726845
1233,0.994325459003
1234,0.966324269772
1235,0.997643768787
1236,0.952658951283
1237,0.975093781948
1238,0.976978480816
1239,0.998201727867
1240,0.818373560905
1241,0.992065727711
1242,0.996680557728
1243,0.99384611845
1244,0.986476302147
1245,0.987454771996
1246,0.989448785782
1247,0.970273911953
1248,0.943554699421
1249,0.978189885616
1250,0.990932941437
1251,0.977611303329
1252,0.9654687047
1253,0.589136302471
1254,0.954475581646
1255,0.994857907295
1256,0.998962163925
1257,0.998990833759
1258,0.932229459286
1259,0.989775061607
1260,0.988447487354
1261,0.967200696468
1262,0.999227881432
1263,0.922253012657
1264,0.960582971573
1265,0.998767912388
1266,0.987042069435
1267,0.980695128441
1268,0.990651249886
1269,0.982739090919
1270,0.991971492767
1271,0.998049616814
1272,0.929266452789
1273,0.943322122097
1274,0.998562633991
1275,0.962995529175
1276,0.968481361866
1277,0.99760311842
1278,0.99655020237
1279,0.991919159889
1280,0.994867086411
1281,0.988691568375
1282,0.986631691456
1283,0.945305287838
1284,0.991230249405
1285,0.990266025066
1286,0.997338950634
1287,0.979935109615
1288,0.994842946529
1289,0.986311972141
1290,0.900126099586
1291,0.999692678452
1292,0.995240926743
1293,0.999587833881
1294,0.9279063344
1295,0.991892576218
1296,0.986765027046
1297,0.99276137352
1298,0.902082920074
1299,0.982991874218
1300,0.931293547153
1301,0.969361007214
1302,0.967955708504
1303,0.994564533234
1304,0.99922311306
1305,0.999647855759
1306,0.998201847076
1307,0.998965978622
1308,0.923019111156
1309,0.942922353745
1310,0.997735142708
1311,0.997220158577
1312,0.980501055717
1313,0.991993069649
1314,0.956077098846
1315,0.999307274818
1316,0.999540567398
1317,0.924916744232
1318,0.993690013885
1319,0.959102869034
1320,0.993406295776
1321,0.994233310223
1322,0.977098107338
1323,0.925936341286
1324,0.969302237034
1325,0.957676231861
1326,0.85989433527
1327,0.961886823177
1328,0.939585506916
1329,0.992041885853
1330,0.2467597574
1331,0.982478618622
1332,0.924517929554
1333,0.996087551117
1334,0.995494127274
1335,0.999100327492
1336,0.994785606861
1337,0.987504303455
1338,0.984831690788
1339,0.993044793606
1340,0.997409045696
1341,0.822763085365
1342,0.996282994747
1343,0.994015812874
1344,0.997620880604
1345,0.990189254284
1346,0.966484725475
1347,0.976817846298
1348,0.875519692898
1349,0.963642895222
1350,0.99850910902
1351,0.970106840134
1352,0.992115557194
1353,0.99399971962
1354,0.95554703474
1355,0.979464054108
1356,0.982909858227
1357,0.965908706188
1358,0.984078884125
1359,0.620895564556
1360,0.99658125639
1361,0.997905254364
1362,0.724901735783
1363,0.964986920357
1364,0.993634223938
1365,0.987650215626
1366,0.993041753769
1367,0.876591742039
1368,0.980439066887
1369,0.998591959476
1370,0.947324335575
1371,0.998672246933
1372,0.990828752518
1373,0.986213743687
1374,0.994826853275
1375,0.991134643555
1376,0.960264444351
1377,0.976219236851
1378,0.891557455063
1379,0.996795117855
1380,0.998030841351
1381,0.847280025482
1382,0.180693998933
1383,0.984100818634
1384,0.998601973057
1385,0.975759804249
1386,0.998414993286
1387,0.995688974857
1388,0.990920186043
1389,0.998260438442
1390,0.969682633877
1391,0.998884022236
1392,0.984819054604
1393,0.971560716629
1394,0.986890673637
1395,0.997654676437
1396,0.948950350285
1397,0.999227643013
1398,0.985645353794
1399,0.995460093021
1400,0.99768280983
1401,0.99784553051
1402,0.951462686062
1403,0.96874499321
1404,0.997651040554
1405,0.994511365891
1406,0.999100804329
1407,0.999596774578
1408,0.899202108383
1409,0.99846881628
1410,0.987470090389
1411,0.999507546425
1412,0.929033875465
1413,0.990075409412
1414,0.997948825359
1415,0.966412365437
1416,0.984499037266
1417,0.993903338909
1418,0.984721720219
1419,0.992234706879
1420,0.977045297623
1421,0.949766874313
1422,0.994259119034
1423,0.99733632803
1424,0.998142838478
1425,0.938220322132
1426,0.644377171993
1427,0.989945828915
1428,0.967797100544
1429,0.999119460583
1430,0.967337787151
1431,0.994466602802
1432,0.995591402054
1433,0.974506020546
1434,0.149810627103
1435,0.989303231239
1436,0.968043029308
1437,0.962977290154
1438,0.997624099255
1439,0.912561833858
1440,0.997933387756
1441,0.976001143456
1442,0.99600815773
1443,0.964616954327
1444,0.827051818371
1445,0.980038940907
1446,0.987509667873
1447,0.995853662491
1448,0.994595706463
1449,0.957923948765
1450,0.996176362038
1451,0.928609848022
1452,0.891382932663
1453,0.872249722481
1454,0.995275735855
1455,0.998440921307
1456,0.999330997467
1457,0.994597434998
1458,0.996811687946
1459,0.998394787312
1460,0.991570711136
1461,0.997471094131
1462,0.999423742294
1463,0.938541829586
1464,0.993418455124
1465,0.994341492653
1466,0.994361519814
1467,0.997904419899
1468,0.993613421917
1469,0.998931705952
1470,0.99352055788
1471,0.99789005518
1472,0.997140407562
1473,0.991958498955
1474,0.997275412083
1475,0.985751450062
1476,0.992302536964
1477,0.933405637741
1478,0.956770837307
1479,0.995503246784
1480,0.217257067561
1481,0.983992278576
1482,0.997855961323
1483,0.999170184135
1484,0.993907272816
1485,0.96939766407
1486,0.97500538826
1487,0.990315377712
1488,0.996317863464
1489,0.995995044708
1490,0.99938583374
1491,0.999521017075
1492,0.997446656227
1493,0.95882999897
1494,0.980076134205
1495,0.963720202446
1496,0.993653297424
1497,0.999222874641
1498,0.965634524822
