Y,F2,F3,F4,F5,F6,F7,F8,F10,F11,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,poly_f2,poly_f24,poly_f2*f24,poly_f2^2,poly_f24^2
1,18704,1,41,119193,1000,303218,1,128385,1,1,119777,119542,1,118832,1,1,130432,1,35088,18704.0,35088.0,349839616.0,656285952.0,1231167744.0
1,1061,0,31,119515,1000,130942,1,128326,1,1,308270,119862,1,118832,1,1,134859,1,34235,1061.0,34235.0,1125721.0,36323335.0,1172035225.0
1,123350,0,35,119917,2000,274216,1,138168,1,1,121915,120614,1,119911,1,1,134477,1,85970,123350.0,85970.0,15215222500.0,10604399500.0,7390840900.0
1,3912,0,34,119650,1000,315517,1,138325,1,1,121648,120347,1,119703,1,1,128938,1,11156,3912.0,11156.0,15303744.0,43642272.0,124456336.0
1,50497,0,43,120570,1000,143022,1,138289,1,1,315377,121268,1,120032,1,1,127251,1,12787,50497.0,12787.0,2549947009.0,645705139.0,163507369.0
1,4761,0,46,118779,19000,303218,1,129090,1,1,119777,119126,1,119933,1,1,129212,1,15842,4761.0,15842.0,22667121.0,75423762.0,250968964.0
1,74446,0,42,120236,7000,130966,1,128025,1,1,309081,120584,1,92132,1,1,127911,2,51230,74446.0,51230.0,5542206916.0,3813868580.0,2624512900.0
1,71226,0,41,121706,3000,142803,1,138384,1,1,134930,122404,1,119703,1,1,130503,1,85214,71226.0,85214.0,5073143076.0,6069452364.0,7261425796.0
1,59767,0,45,137573,1000,136786,1,128315,1,1,164053,137922,1,119186,1,1,127013,1,50056,59767.0,50056.0,3572094289.0,2991696952.0,2505603136.0
1,31614,0,42,119622,1000,44319,1,138489,1,1,121628,120321,1,12888,1,1,126561,1,12105,31614.0,12105.0,999444996.0,382687470.0,146531025.0
1,8645,0,41,121174,3000,132601,1,129090,1,1,122172,121521,1,119933,1,1,128848,1,36261,8645.0,36261.0,74736025.0,313476345.0,1314860121.0
1,9415,0,37,119630,1000,142485,1,137909,1,1,121655,120327,1,119652,1,1,126504,1,48854,9415.0,48854.0,88642225.0,459960410.0,2386713316.0
1,6089,0,44,119193,1000,303218,1,128412,1,1,120319,119542,1,118832,1,1,130556,1,30594,6089.0,30594.0,37075921.0,186286866.0,935992836.0
1,3875,0,36,119650,3000,315517,1,138223,2,1,244725,120347,1,119703,1,2,128544,1,11150,3875.0,11150.0,15015625.0,43206250.0,124322500.0
1,125503,0,41,120607,1000,142996,1,137901,1,1,168788,121305,1,119644,1,1,128791,1,11717,125503.0,11717.0,15751003009.0,1470518651.0,137288089.0
1,56643,0,44,119622,1000,44319,1,138078,1,1,308261,120321,1,119821,1,1,126498,1,54013,56643.0,54013.0,3208429449.0,3059458359.0,2917404169.0
1,7728,0,47,119147,1000,305094,1,128040,1,1,120677,119495,1,118773,1,1,127172,1,53918,7728.0,53918.0,59721984.0,416678304.0,2907150724.0
0,4256,0,37,122057,1000,143022,1,138298,1,1,160976,122755,1,119703,1,1,128932,1,86560,4256.0,86560.0,18113536.0,368399360.0,7492633600.0
1,6908,0,41,119193,14000,303218,1,128445,1,1,119777,119542,1,118832,1,1,128866,1,89284,6908.0,89284.0,47720464.0,616773872.0,7971632656.0
0,15907,0,36,119576,1000,131003,1,128051,2,1,126918,119923,1,118832,1,1,128966,1,51230,15907.0,51230.0,253032649.0,814915610.0,2624512900.0
1,49868,0,43,119132,9000,303218,1,128412,1,2,211923,119480,1,118832,1,1,130556,1,13812,49868.0,13812.0,2486817424.0,688776816.0,190771344.0
1,21317,0,36,122434,1000,315517,1,138384,1,1,131664,123132,1,119703,1,4,128981,1,26020,21317.0,26020.0,454414489.0,554668340.0,677040400.0
1,13869,0,37,119203,1000,130630,1,128385,1,1,296356,308245,1,118832,1,1,127071,1,51168,13869.0,51168.0,192349161.0,709648992.0,2618164224.0
1,2474,0,46,127829,1000,143819,1,138289,1,1,256889,128527,1,120032,1,1,28392,1,85970,2474.0,85970.0,6120676.0,212689780.0,7390840900.0
1,88607,0,34,120064,1000,315517,1,138411,2,1,121648,120763,1,119703,1,1,128990,1,35048,88607.0,35048.0,7851200449.0,3105498136.0,1228362304.0
1,833,0,34,118779,1000,303218,1,128299,1,1,119777,119126,1,118832,1,1,132268,1,87321,833.0,87321.0,693889.0,72738393.0,7624957041.0
1,781,0,48,119650,1000,315517,1,138298,1,1,121648,120347,1,119703,1,1,129342,2,11053,781.0,11053.0,609961.0,8632393.0,122168809.0
1,17635,0,44,119193,1000,303218,1,128385,1,1,119777,119542,1,118832,1,1,127763,1,51168,17635.0,51168.0,310993225.0,902347680.0,2618164224.0
1,7557,0,44,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,128536,1,96080,7557.0,96080.0,57108249.0,726076560.0,9231366400.0
1,17938,0,43,119684,6000,32092,1,127961,1,1,288468,120032,1,118832,1,1,126512,1,30034,17938.0,30034.0,321771844.0,538749892.0,902041156.0
1,50832,0,39,120065,7000,131483,1,127989,1,2,279686,120413,1,118860,1,1,140417,1,87707,50832.0,87707.0,2583892224.0,4458322224.0,7692517849.0
1,22871,0,48,120722,1000,130937,1,128385,1,1,184624,121070,1,118832,1,1,127445,1,35497,22871.0,35497.0,523082641.0,811851887.0,1260037009.0
1,788,0,40,119325,2000,130752,1,128342,1,1,132005,119672,1,118832,1,1,127730,1,13812,788.0,13812.0,620944.0,10883856.0,190771344.0
1,1153,0,42,119650,10000,315517,1,138341,1,1,121648,120347,1,119703,1,1,132074,1,47925,1153.0,47925.0,1329409.0,55257525.0,2296805625.0
1,4696,0,41,120528,1000,315517,1,138223,1,1,150856,121226,1,119703,1,1,129283,1,90274,4696.0,90274.0,22052416.0,423926704.0,8149395076.0
1,6262,0,35,120228,3000,142485,1,138341,1,1,142860,120810,1,119703,1,1,127057,1,90978,6262.0,90978.0,39212644.0,569704236.0,8276996484.0
1,27232,0,32,119558,2000,320873,1,128385,1,1,281314,119906,1,118832,1,1,127282,1,89213,27232.0,89213.0,741581824.0,2429448416.0,7958959369.0
1,50754,0,46,119193,3000,303218,1,128051,1,1,242854,119542,1,118832,1,1,127370,1,24506,50754.0,24506.0,2575968516.0,1243777524.0,600544036.0
1,58115,0,39,120312,1000,44319,1,51008,1,1,122518,121010,1,119927,1,1,126532,1,43778,58115.0,43778.0,3377353225.0,2544158470.0,1916513284.0
1,48474,0,50,118751,2000,32020,1,127935,1,1,119750,119100,1,118806,1,1,126427,1,37623,48474.0,37623.0,2349728676.0,1823737302.0,1415490129.0
1,6039,0,40,118779,1000,303218,1,128412,1,1,174506,119126,1,118832,1,1,130556,1,25388,6039.0,25388.0,36469521.0,153318132.0,644550544.0
1,101829,0,37,125414,2000,146514,1,138384,1,1,308799,126112,1,119703,1,1,129297,1,91395,101829.0,91395.0,10369145241.0,9306661455.0,8353046025.0
1,7666,0,38,118779,1000,303218,1,128299,1,1,119777,119126,1,118832,1,1,127744,1,13812,7666.0,13812.0,58767556.0,105882792.0,190771344.0
1,17808,0,44,118779,5000,303218,1,128224,1,1,119777,119126,1,118832,1,1,128473,1,44630,17808.0,44630.0,317124864.0,794771040.0,1991836900.0
1,4309,0,36,124789,1000,145116,1,138341,1,1,126849,125487,1,119703,1,1,129286,1,90915,4309.0,90915.0,18567481.0,391752735.0,8265537225.0
1,18704,0,33,118779,2000,303218,1,128385,1,1,119777,119126,1,118832,1,1,130432,1,89804,18704.0,89804.0,349839616.0,1679694016.0,8064758416.0
1,113124,1,43,120722,1000,130937,1,128315,1,1,295793,121070,1,119186,1,1,137677,1,84215,113124.0,84215.0,12797039376.0,9526737660.0,7092166225.0
1,33303,0,38,121593,1000,143236,1,139254,1,1,164032,122291,1,218447,1,1,138146,1,85970,33303.0,85970.0,1109089809.0,2863058910.0,7390840900.0
1,4654,0,33,121825,1000,130752,1,128040,1,1,124223,122173,1,118773,1,1,127730,1,45706,4654.0,45706.0,21659716.0,212715724.0,2089038436.0
1,831,0,44,120824,1000,317393,2,139068,1,1,156682,283230,1,120494,1,1,126565,1,34152,831.0,34152.0,690561.0,28380312.0,1166359104.0
1,1963,0,35,120065,3000,131483,2,128573,1,1,223438,120413,1,119444,1,1,126999,1,35022,1963.0,35022.0,3853369.0,68748186.0,1226540484.0
1,14656,1,37,119657,8000,303218,1,128051,2,1,122345,120005,1,118832,1,1,127541,1,43569,14656.0,43569.0,214798336.0,638547264.0,1898257761.0
1,4004,0,40,120064,18000,315517,1,138050,1,1,121648,120763,1,119703,1,1,127326,1,55460,4004.0,55460.0,16032016.0,222061840.0,3075811600.0
1,46222,0,39,120634,9000,142996,1,138886,1,1,209979,121332,1,120629,1,1,127509,1,55240,46222.0,55240.0,2136473284.0,2553303280.0,3051457600.0
1,20596,0,34,121888,2000,131305,1,131012,1,1,142383,122236,1,121735,1,1,129563,1,35130,20596.0,35130.0,424195216.0,723537480.0,1234116900.0
1,54321,0,41,119325,1000,130752,1,128326,1,1,128210,119672,1,118832,1,1,127041,2,84407,54321.0,84407.0,2950771041.0,4585072647.0,7124541649.0
1,2361,1,38,123840,1000,131994,1,129691,1,1,313312,124188,1,120562,1,1,127184,1,41407,2361.0,41407.0,5574321.0,97761927.0,1714539649.0
1,31090,0,33,118759,6000,130186,1,128579,1,1,119784,119106,1,119083,1,1,126444,1,47528,31090.0,47528.0,966588100.0,1477645520.0,2258910784.0
1,742,0,40,119657,18000,303218,1,128299,1,1,119777,120005,1,118832,1,1,127730,1,16114,742.0,16114.0,550564.0,11956588.0,259660996.0
1,78481,0,44,120685,1000,317393,1,138176,1,1,124766,261615,1,120297,1,1,143865,1,25850,78481.0,25850.0,6159267361.0,2028733850.0,668222500.0
1,5333,0,38,120038,2000,142893,1,139595,1,1,122036,120735,1,121338,1,1,128457,1,91389,5333.0,91389.0,28440889.0,487377537.0,8351949321.0
1,228,0,41,118779,9000,303218,1,128385,1,1,242854,119126,1,118832,1,1,127295,1,44870,228.0,44870.0,51984.0,10230360.0,2013316900.0
1,5433,0,39,122516,1000,143558,1,138341,1,1,122701,123215,1,119703,1,1,128613,1,103754,5433.0,103754.0,29517489.0,563695482.0,10764892516.0
1,17807,0,37,119657,3000,303218,1,128051,1,1,120656,120005,1,118832,1,1,128535,1,86522,17807.0,86522.0,317089249.0,1540697254.0,7486056484.0
0,13850,0,37,119650,2000,320873,1,127961,1,1,187488,119998,1,118832,1,1,127050,1,83243,13850.0,83243.0,191822500.0,1152915550.0,6929397049.0
1,2961,0,46,260178,157000,143022,1,138886,1,1,297373,260876,1,120629,1,1,129728,1,31513,2961.0,31513.0,8767521.0,93309993.0,993069169.0
1,17243,0,31,138892,1000,132817,1,128299,1,1,189659,139240,1,118832,2,1,28321,1,111756,17243.0,111756.0,297321049.0,1927008708.0,12489403536.0
1,6089,0,37,119193,1000,303218,1,128412,1,1,119777,119542,1,118832,1,1,130556,2,119439,6089.0,119439.0,37075921.0,727264071.0,14265674721.0
1,4949,0,40,119296,2000,130723,1,128290,1,1,245658,119643,1,119161,1,1,128575,1,87332,4949.0,87332.0,24492601.0,432206068.0,7626878224.0
1,3920,0,42,120281,6000,333172,1,138341,1,1,136541,120978,1,119703,2,1,128607,1,25501,3920.0,25501.0,15366400.0,99963920.0,650301001.0
1,1526,0,50,119657,4000,303218,1,128224,1,1,242854,120005,1,118832,1,1,129212,1,41407,1526.0,41407.0,2328676.0,63187082.0,1714539649.0
1,4413,0,42,119296,1000,130723,1,128299,1,1,152698,119643,1,118832,1,1,127146,1,29501,4413.0,29501.0,19474569.0,130187913.0,870309001.0
1,5059,0,47,120656,1000,143022,1,138886,1,1,313033,121354,1,120629,1,1,127251,1,31518,5059.0,31518.0,25593481.0,159449562.0,993384324.0
1,1177,0,40,120064,1000,315517,1,137960,1,1,121648,120763,1,119703,1,1,126972,1,50462,1177.0,50462.0,1385329.0,59393774.0,2546413444.0
1,1689,0,50,119715,1000,142485,1,138325,1,2,183473,182173,1,119703,1,1,127127,1,43282,1689.0,43282.0,2852721.0,73103298.0,1873331524.0
1,1940,0,43,120429,2000,333172,1,138341,1,1,124058,121127,1,119703,1,1,127134,1,90317,1940.0,90317.0,3763600.0,175214980.0,8157160489.0
1,3962,0,43,118779,10000,303218,1,128342,1,1,119777,119126,1,118832,1,1,127063,1,96228,3962.0,96228.0,15697444.0,381255336.0,9259827984.0
0,16015,0,33,120824,2000,317393,1,139254,1,1,284530,283230,1,119703,1,1,127877,1,87339,16015.0,87339.0,256480225.0,1398734085.0,7628100921.0
1,5174,0,36,119167,1000,130594,1,128290,2,1,120165,119514,1,119161,1,1,128439,1,41407,5174.0,41407.0,26770276.0,214239818.0,1714539649.0
1,46291,0,45,120386,1000,143241,1,138325,1,1,127623,121083,1,119703,1,1,134930,1,88539,46291.0,88539.0,2142856681.0,4098558849.0,7839154521.0
1,1485,0,47,119707,12000,130723,1,128342,1,1,129031,120055,1,118832,1,1,127382,1,33058,1485.0,33058.0,2205225.0,49091130.0,1092831364.0
1,22468,0,48,120521,2000,333172,1,138411,1,1,283185,121219,1,119703,1,1,134849,1,14811,22468.0,14811.0,504811024.0,332773548.0,219365721.0
1,25782,0,33,119441,1000,32020,1,128006,2,1,294066,119789,1,118877,1,1,126557,1,31052,25782.0,31052.0,664711524.0,800582664.0,964226704.0
1,19679,0,33,120528,9000,315517,2,138411,1,1,121648,121226,1,119703,1,1,127101,1,42514,19679.0,42514.0,387263041.0,836633006.0,1807440196.0
1,17193,0,33,124826,5000,44391,1,138298,1,1,201429,125524,1,119703,1,1,127430,1,28449,17193.0,28449.0,295599249.0,489123657.0,809345601.0
1,21881,0,25,122391,4000,142996,1,137967,1,1,163749,123089,1,119703,1,1,135194,1,38430,21881.0,38430.0,478778161.0,840886830.0,1476864900.0
1,49133,0,34,122696,1000,143051,1,179714,1,1,163459,123394,2,119954,1,1,126998,1,39833,49133.0,39833.0,2414051689.0,1957114789.0,1586667889.0
1,13172,0,38,119715,1000,142485,1,138223,1,1,141667,182173,1,119703,1,1,129155,1,84614,13172.0,84614.0,173501584.0,1114535608.0,7159528996.0
1,2304,0,46,121645,18000,131259,1,127902,1,1,120830,121994,1,118773,1,1,129100,1,36050,2304.0,36050.0,5308416.0,83059200.0,1299602500.0
1,50506,0,43,118759,4000,130186,1,128079,1,1,120048,119106,2,118950,1,1,126427,1,47856,50506.0,47856.0,2550856036.0,2417015136.0,2290196736.0
1,17255,0,44,124810,4000,142996,1,138298,1,1,273148,125509,1,119703,1,1,127015,1,27385,17255.0,27385.0,297735025.0,472528175.0,749938225.0
1,120359,0,42,121217,2000,130723,1,130342,1,1,129973,121565,1,121213,1,1,127625,1,26415,120359.0,26415.0,14486288881.0,3179282985.0,697752225.0
1,2628,0,56,119190,3000,130504,1,128326,1,1,170236,119539,1,118832,1,1,130528,1,52673,2628.0,52673.0,6906384.0,138424644.0,2774444929.0
1,53208,0,42,119203,2000,130630,1,128299,1,1,202185,308245,1,118832,1,1,28321,1,311186,53208.0,311186.0,2831091264.0,16557584688.0,96836726596.0
1,17576,0,52,119190,2000,130504,1,128025,1,1,170236,119539,1,92132,1,1,127255,1,10157,17576.0,10157.0,308915776.0,178519432.0,103164649.0
1,26707,0,36,124722,3000,130186,1,127932,1,1,137104,125071,1,118803,1,1,126427,1,76854,26707.0,76854.0,713263849.0,2052539778.0,5906537316.0
0,34648,0,30,120064,1000,315517,1,138325,1,1,121648,120763,1,119703,1,1,126940,1,13963,34648.0,13963.0,1200483904.0,483790024.0,194965369.0
1,82227,0,38,120429,1000,333172,1,138461,1,1,143429,121127,1,120057,1,1,127142,1,52167,82227.0,52167.0,6761279529.0,4289535909.0,2721395889.0
1,34140,0,42,119193,2000,303218,1,128177,1,1,119777,119542,1,119426,1,1,126869,1,44095,34140.0,44095.0,1165539600.0,1505403300.0,1944369025.0
1,51122,0,44,119441,1000,32020,1,127876,1,1,191867,119789,1,118747,1,2,126427,1,32318,51122.0,32318.0,2613458884.0,1652160796.0,1044453124.0
1,5469,0,39,119650,1000,315517,1,138325,1,1,121648,120347,1,119703,1,1,127011,1,52325,5469.0,52325.0,29909961.0,286165425.0,2737905625.0
1,16545,0,41,120835,10000,130504,1,128025,1,1,170236,121183,1,92132,1,1,131487,1,84603,16545.0,84603.0,273737025.0,1399756635.0,7157667609.0
0,4700,0,36,120381,1000,143236,1,138223,1,1,129408,121078,1,119703,1,1,130918,1,25834,4700.0,25834.0,22090000.0,121419800.0,667395556.0
1,14617,0,41,119640,2000,142485,1,138578,1,1,121639,120338,1,119954,1,1,126515,1,36573,14617.0,36573.0,213656689.0,534587541.0,1337584329.0
1,111973,0,40,120528,2000,315517,1,138298,1,2,121648,121226,1,119703,1,1,127403,1,36030,111973.0,36030.0,12537952729.0,4034387190.0,1298160900.0
1,70103,0,46,121706,8000,142803,1,138024,1,1,172107,122404,1,93003,1,1,126822,1,90128,70103.0,90128.0,4914430609.0,6318243184.0,8123056384.0
1,4583,0,36,118779,1000,303218,1,128385,1,1,119777,119126,1,118832,1,1,130510,1,12990,4583.0,12990.0,21003889.0,59533170.0,168740100.0
0,15931,0,30,121593,1000,143236,1,138050,1,1,315364,122291,1,119703,1,1,128924,1,26154,15931.0,26154.0,253796761.0,416659374.0,684031716.0
1,2086,0,42,120065,6000,131483,1,128075,1,2,278293,120413,1,118851,1,1,140417,1,86639,2086.0,86639.0,4351396.0,180728954.0,7506316321.0
1,17658,0,43,119190,1000,130504,1,128051,1,1,170236,119539,1,118832,1,1,127255,1,44592,17658.0,44592.0,311804964.0,787405536.0,1988446464.0
1,16575,0,36,119657,4000,303218,1,128326,2,1,119777,120005,1,118832,1,1,128867,1,10160,16575.0,10160.0,274730625.0,168402000.0,103225600.0
1,50506,0,41,118751,32000,32020,1,128079,1,1,120048,119100,1,118950,1,1,126427,1,47856,50506.0,47856.0,2550856036.0,2417015136.0,2290196736.0
1,4638,0,39,119657,1000,303218,3,128299,1,1,123744,120005,1,118832,1,1,127730,1,51748,4638.0,51748.0,21511044.0,240007224.0,2677855504.0
1,311733,0,34,122734,1000,142996,1,137901,1,1,124733,123432,1,119644,1,1,127127,1,11287,311733.0,11287.0,97177463289.0,3518530371.0,127396369.0
1,5271,0,41,119853,1000,130594,1,128887,1,1,190242,120201,4,119758,1,1,128675,1,82281,5271.0,82281.0,27783441.0,433703151.0,6770162961.0
0,2649,0,41,119650,1000,315517,1,138384,1,1,121648,120347,1,119703,1,1,132521,1,46186,2649.0,46186.0,7017201.0,122346714.0,2133146596.0
1,25790,0,27,118771,1000,32020,1,128006,1,1,119768,119120,1,118877,1,1,126490,1,47080,25790.0,47080.0,665124100.0,1214193200.0,2216526400.0
1,16280,0,42,120585,2000,143241,1,138325,1,1,132489,121283,1,119703,1,1,127553,1,45060,16280.0,45060.0,265038400.0,733576800.0,2030403600.0
1,4398,0,44,120739,114000,317393,1,138572,1,1,289848,121437,1,120315,1,1,127243,2,28208,4398.0,28208.0,19342404.0,124058784.0,795691264.0
1,16591,0,36,255267,1000,266694,1,127968,1,1,256265,236572,1,118832,1,1,205372,1,34179,16591.0,34179.0,275261281.0,567063789.0,1168204041.0
1,275562,0,47,119441,1000,32020,1,127876,1,1,181731,119789,1,118747,1,1,126427,1,40369,275562.0,40369.0,75934415844.0,11124162378.0,1629656161.0
1,11550,0,39,121877,115000,144732,1,137928,1,1,200840,122574,1,119671,1,1,126540,2,30435,11550.0,30435.0,133402500.0,351524250.0,926289225.0
1,60198,0,44,118751,3000,32020,1,128010,1,1,119757,119100,1,118787,1,1,126490,1,52997,60198.0,52997.0,3623799204.0,3190313406.0,2808682009.0
1,70497,0,32,118751,1000,32020,1,128953,1,1,119757,119100,1,119824,1,1,126490,1,23707,70497.0,23707.0,4969827009.0,1671272379.0,562021849.0
1,15664,0,51,119203,6000,130630,2,128342,1,1,312479,308245,1,118832,1,1,128345,1,10054,15664.0,10054.0,245360896.0,157485856.0,101082916.0
1,4329,0,42,119620,2000,130752,1,129090,1,1,273205,119968,1,119933,1,1,127063,1,83126,4329.0,83126.0,18740241.0,359852454.0,6909931876.0
1,4987,0,37,122088,1000,143022,2,138341,1,1,315102,122786,1,119703,1,1,128218,1,86037,4987.0,86037.0,24870169.0,429066519.0,7402365369.0
1,15982,0,48,126543,2000,146218,1,138289,1,1,155989,127241,1,120032,1,1,130237,1,27133,15982.0,27133.0,255424324.0,433639606.0,736199689.0
1,3260,0,41,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127063,1,89670,3260.0,89670.0,10627600.0,292324200.0,8040708900.0
1,16793,0,42,119650,1000,315517,2,150598,1,1,121648,120347,1,120804,1,1,148297,1,84548,16793.0,84548.0,282004849.0,1419814564.0,7148364304.0
1,1106,0,48,118926,2000,130186,1,128326,1,1,119925,119275,1,118832,1,1,128379,1,43851,1106.0,43851.0,1223236.0,48499206.0,1922910201.0
1,1568,0,40,118926,1000,130186,1,128224,1,1,122385,119275,1,118832,1,1,131722,1,54437,1568.0,54437.0,2458624.0,85357216.0,2963386969.0
1,5247,0,36,121177,1000,143022,1,138341,1,1,137428,121875,1,119703,1,1,128218,1,15309,5247.0,15309.0,27531009.0,80326323.0,234365481.0
1,27120,0,35,119736,1000,130697,1,128326,1,1,149019,120084,1,118832,1,1,127056,2,42376,27120.0,42376.0,735494400.0,1149237120.0,1795725376.0
1,1651,0,43,120491,1000,143051,1,138325,2,1,133876,121189,1,119703,1,1,128791,1,85598,1651.0,85598.0,2725801.0,141322298.0,7327017604.0
1,16875,0,41,120074,1000,142929,1,138411,1,1,314350,309466,1,119703,1,1,128990,1,288529,16875.0,288529.0,284765625.0,4868926875.0,83248983841.0
1,18468,0,38,118779,1000,303218,1,128051,1,1,242854,119126,1,118832,2,1,127370,1,54618,18468.0,54618.0,341067024.0,1008685224.0,2983125924.0
1,4621,0,38,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,128917,1,90839,4621.0,90839.0,21353641.0,419767019.0,8251723921.0
1,6238,0,35,123142,1000,130942,1,128326,1,1,124141,123490,1,118832,1,1,130194,1,25328,6238.0,25328.0,38912644.0,157996064.0,641507584.0
1,15931,0,43,120429,10000,333172,1,138050,1,1,130039,121127,1,119703,1,1,128606,1,106652,15931.0,106652.0,253796761.0,1699073012.0,11374649104.0
1,4375,0,35,119193,1000,303218,1,128051,1,1,120319,119542,1,118832,1,1,128291,1,38845,4375.0,38845.0,19140625.0,169946875.0,1508934025.0
1,32832,0,42,120824,1000,317393,1,138255,1,1,197386,283230,1,119998,1,1,127243,1,30358,32832.0,30358.0,1077940224.0,996713856.0,921608164.0
1,5064,0,40,120578,1000,143022,1,138341,1,1,137428,121276,1,119703,1,1,128218,1,36129,5064.0,36129.0,25644096.0,182957256.0,1305304641.0
1,819,0,37,120528,4000,315517,1,138411,1,1,244725,121226,1,119703,1,1,136142,1,12388,819.0,12388.0,670761.0,10145772.0,153462544.0
1,17628,0,45,118771,4000,32020,1,128006,1,1,119768,119120,1,118877,1,1,126433,1,46024,17628.0,46024.0,310746384.0,811311072.0,2118208576.0
1,5030,2,38,120656,1000,143022,1,138341,3,1,313033,121354,1,119703,1,1,127599,1,36496,5030.0,36496.0,25300900.0,183574880.0,1331958016.0
0,6913,0,37,120312,2000,44319,1,137977,2,1,125055,121010,1,119720,1,1,126540,1,37552,6913.0,37552.0,47789569.0,259596976.0,1410152704.0
1,55292,0,36,122016,2000,261917,1,128025,1,1,283260,122364,1,92132,1,1,126576,2,90661,55292.0,90661.0,3057205264.0,5012828012.0,8219416921.0
1,1792,0,37,127537,1000,143241,1,137960,1,1,141164,128235,1,119703,2,1,127843,1,89228,1792.0,89228.0,3211264.0,159896576.0,7961635984.0
1,31869,0,46,119441,5000,32020,1,41009,1,1,245927,119789,1,119056,1,1,126433,1,88229,31869.0,88229.0,1015633161.0,2811770001.0,7784356441.0
